year,state_abbr,state,stratification_category,stratification,obesity_pct,no_leisure_activity_pct,low_fruit_consumption_pct
2017,IL,Illinois,Race/Ethnicity,Non-Hispanic Asian,10.6,21.0,30.1
2017,IL,Illinois,Race/Ethnicity,Non-Hispanic Black,38.4,31.2,39.4
2017,IL,Illinois,Race/Ethnicity,Non-Hispanic White,31.0,22.4,33.0
2017,IL,Illinois,Sex,Female,30.5,25.8,30.5
2017,IL,Illinois,Sex,Male,31.7,22.2,36.3
2017,IL,Illinois,Total,Total,31.1,24.0,33.3
2017,IN,Indiana,Age (years),18 - 24,20.5,22.5,40.2
2017,IN,Indiana,Age (years),25 - 34,31.4,25.1,41.0
2017,IN,Indiana,Age (years),35 - 44,36.2,29.0,42.9
2017,IN,Indiana,Age (years),45 - 54,38.0,31.3,43.6
2017,IN,Indiana,Age (years),55 - 64,39.3,32.8,42.2
2017,IN,Indiana,Age (years),65 or older,33.3,34.9,35.2
2017,IN,Indiana,Education,College graduate,28.7,16.7,31.0
2017,IN,Indiana,Education,High school graduate,34.4,34.8,45.6
2017,IN,Indiana,Education,Less than high school,33.9,45.3,47.3
2017,IN,Indiana,Education,Some college or technical school,36.2,27.9,39.9
2017,IN,Indiana,Income,"$15,000 - $24,999",36.7,40.2,45.1
2017,IN,Indiana,Income,"$25,000 - $34,999",35.6,34.5,41.4
2017,IN,Indiana,Income,"$35,000 - $49,999",35.3,29.9,41.1
2017,IN,Indiana,Income,"$50,000 - $74,999",34.3,24.7,38.5
2017,IN,Indiana,Income,"$75,000 or greater",28.6,18.5,36.6
2017,IN,Indiana,Income,Data not reported,30.5,33.6,40.2
2017,IN,Indiana,Income,"Less than $15,000",39.8,43.4,47.7
2017,IN,Indiana,Race/Ethnicity,Hispanic,29.3,35.9,35.8
2017,IN,Indiana,Race/Ethnicity,NH American Indian/Alaska Native,28.9,34.7,34.5
2017,IN,Indiana,Race/Ethnicity,Non-Hispanic 2 or more races,38.1,30.6,42.6
2017,IN,Indiana,Race/Ethnicity,Non-Hispanic Asian,13.9,21.1,33.9
2017,IN,Indiana,Race/Ethnicity,Non-Hispanic Black,43.5,34.3,41.8
2017,IN,Indiana,Race/Ethnicity,Non-Hispanic White,33.3,28.9,41.0
2017,IN,Indiana,Sex,Female,33.7,31.6,38.2
2017,IN,Indiana,Sex,Male,33.5,27.8,43.3
2017,IN,Indiana,Total,Total,33.6,29.8,40.7
2017,KS,Kansas,Age (years),18 - 24,21.9,20.3,40.4
2017,KS,Kansas,Age (years),25 - 34,31.4,24.3,38.3
2017,KS,Kansas,Age (years),35 - 44,35.6,24.8,38.4
2017,KS,Kansas,Age (years),45 - 54,39.2,29.1,41.0
2017,KS,Kansas,Age (years),55 - 64,36.4,31.2,38.3
2017,KS,Kansas,Age (years),65 or older,29.3,34.6,31.2
2017,KS,Kansas,Education,College graduate,27.4,16.9,30.2
2017,KS,Kansas,Education,High school graduate,33.6,36.7,42.0
2017,KS,Kansas,Education,Less than high school,35.9,39.6,47.1
2017,KS,Kansas,Education,Some college or technical school,34.4,27.2,37.9
2017,KS,Kansas,Income,"$15,000 - $24,999",36.9,36.4,40.8
2017,KS,Kansas,Income,"$25,000 - $34,999",33.4,32.9,39.6
2017,KS,Kansas,Income,"$35,000 - $49,999",36.3,29.4,38.1
2017,KS,Kansas,Income,"$50,000 - $74,999",33.3,26.1,37.1
2017,KS,Kansas,Income,"$75,000 or greater",29.3,18.3,32.6
2017,KS,Kansas,Income,Data not reported,25.8,30.8,38.5
2017,KS,Kansas,Income,"Less than $15,000",39.0,40.9,48.8
2017,KS,Kansas,Race/Ethnicity,Hispanic,37.7,30.8,37.3
2017,KS,Kansas,Race/Ethnicity,NH American Indian/Alaska Native,32.6,30.6,38.5
2017,KS,Kansas,Race/Ethnicity,Non-Hispanic 2 or more races,34.9,29.6,38.8
2017,KS,Kansas,Race/Ethnicity,Non-Hispanic Asian,13.2,24.3,30.7
2017,KS,Kansas,Race/Ethnicity,Non-Hispanic Black,36.4,32.3,41.9
2017,KS,Kansas,Race/Ethnicity,Non-Hispanic White,32.1,27.3,37.7
2017,KS,Kansas,Sex,Female,32.4,28.7,34.0
2017,KS,Kansas,Sex,Male,32.3,27.1,41.3
2017,KS,Kansas,Total,Total,32.4,27.9,37.6
2017,KY,Kentucky,Age (years),18 - 24,20.3,21.8,37.4
2017,KY,Kentucky,Age (years),25 - 34,35.9,28.7,42.3
2017,KY,Kentucky,Age (years),35 - 44,38.7,31.8,42.2
2017,KY,Kentucky,Age (years),45 - 54,40.9,35.0,45.5
2017,KY,Kentucky,Age (years),55 - 64,35.6,42.0,49.4
2017,KY,Kentucky,Age (years),65 or older,31.5,41.7,38.5
2017,KY,Kentucky,Education,College graduate,28.4,18.7,33.4
2017,KY,Kentucky,Education,High school graduate,36.0,40.4,48.5
2017,KY,Kentucky,Education,Less than high school,37.0,47.3,48.1
2017,KY,Kentucky,Education,Some college or technical school,35.2,32.1,40.0
2017,KY,Kentucky,Income,"$15,000 - $24,999",38.6,43.2,50.1
2017,KY,Kentucky,Income,"$25,000 - $34,999",41.9,40.6,41.7
2017,KY,Kentucky,Income,"$35,000 - $49,999",38.1,33.9,41.3
2017,KY,Kentucky,Income,"$50,000 - $74,999",38.4,30.9,39.6
2017,KY,Kentucky,Income,"$75,000 or greater",30.0,21.1,39.2
2017,KY,Kentucky,Income,Data not reported,29.3,37.3,41.6
2017,KY,Kentucky,Income,"Less than $15,000",39.9,43.9,52.1
2017,KY,Kentucky,Race/Ethnicity,Hispanic,28.9,28.5,26.8
2017,KY,Kentucky,Race/Ethnicity,NH American Indian/Alaska Native,37.8,33.9,53.0
2017,KY,Kentucky,Race/Ethnicity,Non-Hispanic 2 or more races,30.5,28.7,38.6
2017,KY,Kentucky,Race/Ethnicity,Non-Hispanic Black,36.0,39.0,37.6
2017,KY,Kentucky,Race/Ethnicity,Non-Hispanic White,34.5,34.5,44.0
2017,KY,Kentucky,Sex,Female,32.5,37.6,39.4
2017,KY,Kentucky,Sex,Male,36.0,31.1,46.0
2017,KY,Kentucky,Total,Total,34.3,34.4,42.7
2017,LA,Louisiana,Age (years),18 - 24,21.0,23.6,49.8
2017,LA,Louisiana,Age (years),25 - 34,34.9,27.4,45.9
2017,LA,Louisiana,Age (years),35 - 44,38.3,31.7,42.2
2017,LA,Louisiana,Age (years),45 - 54,46.8,36.5,52.6
2017,LA,Louisiana,Age (years),55 - 64,39.3,35.3,44.3
2017,LA,Louisiana,Age (years),65 or older,34.2,34.3,37.9
2017,LA,Louisiana,Education,College graduate,30.2,18.2,39.9
2017,LA,Louisiana,Education,High school graduate,38.6,36.3,46.9
2017,LA,Louisiana,Education,Less than high school,36.4,46.3,56.1
2017,LA,Louisiana,Education,Some college or technical school,37.7,28.3,40.6
2017,LA,Louisiana,Income,"$15,000 - $24,999",36.7,37.7,48.3
2017,LA,Louisiana,Income,"$25,000 - $34,999",37.8,39.3,41.0
2017,LA,Louisiana,Income,"$35,000 - $49,999",38.8,33.6,43.5
2017,LA,Louisiana,Income,"$50,000 - $74,999",35.9,23.0,39.0
2017,LA,Louisiana,Income,"$75,000 or greater",35.2,19.8,42.9
2017,LA,Louisiana,Income,Data not reported,31.1,33.8,43.8
2017,LA,Louisiana,Income,"Less than $15,000",39.7,45.2,54.7
2017,LA,Louisiana,Race/Ethnicity,Hispanic,33.2,25.8,37.8
2017,LA,Louisiana,Race/Ethnicity,NH American Indian/Alaska Native,45.5,40.5,47.9
2017,LA,Louisiana,Race/Ethnicity,Non-Hispanic 2 or more races,40.9,38.1,53.9
2017,LA,Louisiana,Race/Ethnicity,Non-Hispanic Black,42.2,36.9,46.2
2017,LA,Louisiana,Race/Ethnicity,Non-Hispanic White,33.5,29.7,45.1
2017,LA,Louisiana,Sex,Female,36.5,33.5,43.1
2017,LA,Louisiana,Sex,Male,36.0,30.2,47.2
2017,LA,Louisiana,Total,Total,36.2,31.8,45.0
2017,MA,Massachusetts,Age (years),18 - 24,9.5,17.2,36.9
2017,MA,Massachusetts,Age (years),25 - 34,26.1,19.2,29.4
2017,MA,Massachusetts,Age (years),35 - 44,28.5,23.2,30.7
2017,MA,Massachusetts,Age (years),45 - 54,29.9,25.0,33.8
2017,MA,Massachusetts,Age (years),55 - 64,30.3,25.9,28.8
2017,MA,Massachusetts,Age (years),65 or older,26.8,34.1,29.4
2017,MA,Massachusetts,Education,College graduate,19.0,14.1,26.6
2017,MA,Massachusetts,Education,High school graduate,32.5,32.8,36.8
2017,MA,Massachusetts,Education,Less than high school,33.7,40.4,29.5
2017,MA,Massachusetts,Education,Some college or technical school,26.3,26.5,33.6
2017,MA,Massachusetts,Income,"$15,000 - $24,999",32.8,38.5,34.7
2017,MA,Massachusetts,Income,"$25,000 - $34,999",29.9,37.2,37.1
2017,MA,Massachusetts,Income,"$35,000 - $49,999",30.2,27.3,28.1
2017,MA,Massachusetts,Income,"$50,000 - $74,999",25.8,25.6,39.0
2017,MA,Massachusetts,Income,"$75,000 or greater",23.1,14.5,26.7
2017,MA,Massachusetts,Income,Data not reported,24.4,31.1,32.8
2017,MA,Massachusetts,Income,"Less than $15,000",34.3,37.4,37.7
2017,MA,Massachusetts,Race/Ethnicity,Hispanic,30.9,39.3,29.9
2017,MA,Massachusetts,Race/Ethnicity,Non-Hispanic 2 or more races,36.3,22.1,34.4
2017,MA,Massachusetts,Race/Ethnicity,Non-Hispanic Asian,10.1,17.8,30.1
2017,MA,Massachusetts,Race/Ethnicity,Non-Hispanic Black,30.6,26.0,39.5
2017,MA,Massachusetts,Race/Ethnicity,Non-Hispanic White,25.9,23.1,30.8
2017,MA,Massachusetts,Sex,Female,24.2,26.4,28.4
2017,MA,Massachusetts,Sex,Male,27.6,23.1,34.4
2017,MA,Massachusetts,Total,Total,25.9,24.8,31.2
2017,MD,Maryland,Age (years),18 - 24,18.4,19.9,41.0
2017,MD,Maryland,Age (years),25 - 34,26.3,22.7,34.1
2017,MD,Maryland,Age (years),35 - 44,36.3,24.1,33.5
2017,MD,Maryland,Age (years),45 - 54,36.7,25.9,35.6
2017,MD,Maryland,Age (years),55 - 64,35.3,26.5,33.1
2017,MD,Maryland,Age (years),65 or older,31.2,31.8,31.4
2017,MD,Maryland,Education,College graduate,24.5,14.0,26.9
2017,MD,Maryland,Education,High school graduate,35.7,34.7,41.1
2017,MD,Maryland,Education,Less than high school,39.9,41.5,36.2
2017,MD,Maryland,Education,Some college or technical school,33.2,26.7,36.9
2017,MD,Maryland,Income,"$15,000 - $24,999",38.6,38.4,33.9
2017,MD,Maryland,Income,"$25,000 - $34,999",36.1,37.1,35.0
2017,MD,Maryland,Income,"$35,000 - $49,999",32.7,30.7,35.6
2017,MD,Maryland,Income,"$50,000 - $74,999",32.8,25.1,38.0
2017,MD,Maryland,Income,"$75,000 or greater",29.3,17.4,30.9
2017,MD,Maryland,Income,Data not reported,24.9,26.9,35.1
2017,MD,Maryland,Income,"Less than $15,000",38.6,37.8,46.6
2017,MD,Maryland,Race/Ethnicity,Hispanic,29.4,30.4,25.3
2017,MD,Maryland,Race/Ethnicity,NH American Indian/Alaska Native,27.9,41.6,35.4
2017,MD,Maryland,Race/Ethnicity,Non-Hispanic 2 or more races,35.4,21.6,25.9
2017,MD,Maryland,Race/Ethnicity,Non-Hispanic Asian,7.4,21.2,28.5
2017,MD,Maryland,Race/Ethnicity,Non-Hispanic Black,42.1,27.2,39.3
2017,MD,Maryland,Race/Ethnicity,Non-Hispanic Other,28.9,33.0,25.9
2017,MD,Maryland,Race/Ethnicity,Non-Hispanic White,28.7,24.6,34.2
2017,MD,Maryland,Sex,Female,32.3,27.8,30.8
2017,MD,Maryland,Sex,Male,30.2,23.2,38.1
2017,MD,Maryland,Total,Total,31.3,25.6,34.3
2017,ME,Maine,Age (years),18 - 24,12.9,18.2,30.6
2017,ME,Maine,Age (years),25 - 34,26.9,19.7,34.0
2017,ME,Maine,Age (years),35 - 44,32.4,20.8,32.8
2017,ME,Maine,Age (years),45 - 54,34.6,28.0,32.7
2017,ME,Maine,Age (years),55 - 64,34.0,28.1,34.5
2017,ME,Maine,Age (years),65 or older,27.8,29.2,26.1
2017,ME,Maine,Education,College graduate,21.8,13.2,22.5
2017,ME,Maine,Education,High school graduate,33.4,31.9,38.0
2017,ME,Maine,Education,Less than high school,29.3,39.1,45.1
2017,ME,Maine,Education,Some college or technical school,31.1,25.5,29.3
2017,ME,Maine,Income,"$15,000 - $24,999",32.3,34.0,37.8
2017,ME,Maine,Income,"$25,000 - $34,999",33.2,31.1,31.6
2017,ME,Maine,Income,"$35,000 - $49,999",30.7,29.9,35.0
2017,ME,Maine,Income,"$50,000 - $74,999",32.6,21.1,30.4
2017,ME,Maine,Income,"$75,000 or greater",24.7,15.4,24.2
2017,ME,Maine,Income,Data not reported,19.1,26.5,30.8
2017,ME,Maine,Income,"Less than $15,000",32.0,34.2,41.7
2017,ME,Maine,Race/Ethnicity,Hispanic,36.7,31.6,22.1
2017,ME,Maine,Race/Ethnicity,NH American Indian/Alaska Native,29.3,27.0,29.2
2017,ME,Maine,Race/Ethnicity,Non-Hispanic 2 or more races,36.1,33.8,41.7
2017,ME,Maine,Race/Ethnicity,Non-Hispanic White,29.2,24.6,30.9
2017,ME,Maine,Sex,Female,26.9,23.7,26.7
2017,ME,Maine,Sex,Male,31.4,26.6,36.5
2017,ME,Maine,Total,Total,29.1,25.2,31.4
2017,MI,Michigan,Age (years),18 - 24,18.1,19.3,39.0
2017,MI,Michigan,Age (years),25 - 34,28.9,28.3,38.6
2017,MI,Michigan,Age (years),35 - 44,35.5,25.5,35.1
2017,MI,Michigan,Age (years),45 - 54,37.8,25.3,40.6
2017,MI,Michigan,Age (years),55 - 64,37.2,30.4,36.8
2017,MI,Michigan,Age (years),65 or older,32.4,30.9,30.5
2017,MI,Michigan,Education,College graduate,26.5,16.0,28.2
2017,MI,Michigan,Education,High school graduate,34.1,32.3,41.0
2017,MI,Michigan,Education,Less than high school,36.9,44.6,44.6
2017,MI,Michigan,Education,Some college or technical school,33.7,25.9,36.3
2017,MI,Michigan,Income,"$15,000 - $24,999",35.7,37.5,40.0
2017,MI,Michigan,Income,"$25,000 - $34,999",35.1,31.8,41.1
2017,MI,Michigan,Income,"$35,000 - $49,999",33.9,27.0,36.8
2017,MI,Michigan,Income,"$50,000 - $74,999",32.8,25.5,34.2
2017,MI,Michigan,Income,"$75,000 or greater",28.6,16.8,31.1
2017,MI,Michigan,Income,Data not reported,28.2,31.3,35.6
2017,MI,Michigan,Income,"Less than $15,000",39.7,36.4,47.8
2017,MI,Michigan,Race/Ethnicity,Hispanic,37.7,31.5,33.4
2017,MI,Michigan,Race/Ethnicity,NH American Indian/Alaska Native,31.9,32.1,34.5
2017,MI,Michigan,Race/Ethnicity,Non-Hispanic 2 or more races,28.8,25.9,42.0
2017,MI,Michigan,Race/Ethnicity,Non-Hispanic Asian,17.1,25.9,35.7
2017,MI,Michigan,Race/Ethnicity,Non-Hispanic Black,41.2,35.0,41.0
2017,MI,Michigan,Race/Ethnicity,Non-Hispanic White,30.9,25.7,36.0
2017,MI,Michigan,Sex,Female,33.2,29.0,33.0
2017,MI,Michigan,Sex,Male,31.4,25.3,40.0
2017,MI,Michigan,Total,Total,32.3,27.2,36.4
2017,MN,Minnesota,Age (years),18 - 24,15.2,17.5,35.7
2017,MN,Minnesota,Age (years),25 - 34,24.1,20.0,34.9
2017,MN,Minnesota,Age (years),35 - 44,33.5,23.7,31.8
2017,MN,Minnesota,Age (years),45 - 54,32.2,24.1,36.0
2017,MN,Minnesota,Age (years),55 - 64,33.0,27.4,31.2
2017,MN,Minnesota,Age (years),65 or older,28.8,31.4,26.3
2017,MN,Minnesota,Education,College graduate,22.9,14.1,23.6
2017,MN,Minnesota,Education,High school graduate,30.3,31.8,38.7
2017,MN,Minnesota,Education,Less than high school,31.7,43.9,40.2
2017,MN,Minnesota,Education,Some college or technical school,31.4,24.4,33.8
2017,MN,Minnesota,Income,"$15,000 - $24,999",33.6,35.2,37.8
2017,MN,Minnesota,Income,"$25,000 - $34,999",30.0,31.3,36.9
2017,MN,Minnesota,Income,"$35,000 - $49,999",29.0,28.4,32.3
2017,MN,Minnesota,Income,"$50,000 - $74,999",31.5,23.0,31.8
2017,MN,Minnesota,Income,"$75,000 or greater",25.9,15.6,28.5
2017,MN,Minnesota,Income,Data not reported,24.4,28.1,30.0
2017,MN,Minnesota,Income,"Less than $15,000",32.1,37.0,45.7
2017,MN,Minnesota,Race/Ethnicity,Hispanic,35.8,40.3,34.2
2017,MN,Minnesota,Race/Ethnicity,NH American Indian/Alaska Native,39.3,33.5,42.6
2017,MN,Minnesota,Race/Ethnicity,Non-Hispanic 2 or more races,38.2,25.1,30.1
2017,MN,Minnesota,Race/Ethnicity,Non-Hispanic Asian,16.7,22.1,37.6
2017,MN,Minnesota,Race/Ethnicity,Non-Hispanic Black,32.7,32.3,40.1
2017,MN,Minnesota,Race/Ethnicity,Non-Hispanic White,28.4,23.4,31.3
2017,MN,Minnesota,Sex,Female,26.4,24.5,27.8
2017,MN,Minnesota,Sex,Male,30.4,24.8,37.0
2017,MN,Minnesota,Total,Total,28.4,24.6,32.3
2017,MO,Missouri,Age (years),18 - 24,19.4,20.2,43.0
2017,MO,Missouri,Age (years),25 - 34,30.7,26.4,42.1
2017,MO,Missouri,Age (years),35 - 44,34.9,23.9,38.7
2017,MO,Missouri,Age (years),45 - 54,40.4,32.4,43.0
2017,MO,Missouri,Age (years),55 - 64,37.2,33.8,41.4
2017,MO,Missouri,Age (years),65 or older,29.8,33.9,34.0
2017,MO,Missouri,Education,College graduate,27.9,16.1,31.2
2017,MO,Missouri,Education,High school graduate,32.9,35.1,42.6
2017,MO,Missouri,Education,Less than high school,32.9,44.4,47.9
2017,MO,Missouri,Education,Some college or technical school,35.5,28.3,41.7
2017,MO,Missouri,Income,"$15,000 - $24,999",31.6,33.2,40.9
2017,MO,Missouri,Income,"$25,000 - $34,999",32.7,36.0,37.2
2017,MO,Missouri,Income,"$35,000 - $49,999",34.9,31.8,40.7
2017,MO,Missouri,Income,"$50,000 - $74,999",32.2,27.2,41.3
2017,MO,Missouri,Income,"$75,000 or greater",30.9,17.9,36.5
2017,MO,Missouri,Income,Data not reported,30.5,30.2,41.6
2017,MO,Missouri,Income,"Less than $15,000",39.0,47.9,45.9
2017,MO,Missouri,Race/Ethnicity,Hispanic,24.0,18.7,32.0
2017,MO,Missouri,Race/Ethnicity,NH American Indian/Alaska Native,29.0,22.5,40.9
2017,MO,Missouri,Race/Ethnicity,Non-Hispanic 2 or more races,33.5,24.0,35.4
2017,MO,Missouri,Race/Ethnicity,Non-Hispanic Asian,10.1,12.8,35.4
2017,MO,Missouri,Race/Ethnicity,Non-Hispanic Black,40.8,36.1,39.8
2017,MO,Missouri,Race/Ethnicity,Non-Hispanic White,32.0,29.2,40.4
2017,MO,Missouri,Sex,Female,33.5,29.9,36.7
2017,MO,Missouri,Sex,Male,31.5,28.4,43.4
2017,MO,Missouri,Total,Total,32.5,29.2,39.9
2017,MS,Mississippi,Age (years),18 - 24,24.2,21.8,49.1
2017,MS,Mississippi,Age (years),25 - 34,39.9,29.0,44.8
2017,MS,Mississippi,Age (years),35 - 44,41.1,30.1,47.3
2017,MS,Mississippi,Age (years),45 - 54,41.4,35.9,50.2
2017,MS,Mississippi,Age (years),55 - 64,42.9,40.2,47.3
2017,MS,Mississippi,Age (years),65 or older,33.1,37.6,41.1
2017,MS,Mississippi,Education,College graduate,31.5,21.1,38.3
2017,MS,Mississippi,Education,High school graduate,37.6,35.9,47.0
2017,MS,Mississippi,Education,Less than high school,42.8,49.8,60.8
2017,MS,Mississippi,Education,Some college or technical school,37.8,29.7,43.1
2017,MS,Mississippi,Income,"$15,000 - $24,999",40.4,40.2,51.4
2017,MS,Mississippi,Income,"$25,000 - $34,999",37.7,34.2,47.2
2017,MS,Mississippi,Income,"$35,000 - $49,999",36.5,26.7,43.6
2017,MS,Mississippi,Income,"$50,000 - $74,999",36.6,29.2,35.0
2017,MS,Mississippi,Income,"$75,000 or greater",29.3,22.0,43.5
2017,MS,Mississippi,Income,Data not reported,36.1,33.1,45.8
2017,MS,Mississippi,Income,"Less than $15,000",44.9,46.3,54.7
2017,MS,Mississippi,Race/Ethnicity,NH American Indian/Alaska Native,41.9,44.3,63.9
2017,MS,Mississippi,Race/Ethnicity,Non-Hispanic 2 or more races,29.6,32.2,50.0
2017,MS,Mississippi,Race/Ethnicity,Non-Hispanic Black,45.9,36.2,46.9
2017,MS,Mississippi,Race/Ethnicity,Non-Hispanic White,33.0,31.2,46.0
2017,MS,Mississippi,Sex,Female,38.8,36.6,44.8
2017,MS,Mississippi,Sex,Male,35.7,29.3,48.0
2017,MS,Mississippi,Total,Total,37.3,33.2,46.3
2017,MT,Montana,Age (years),18 - 24,14.2,15.8,44.4
2017,MT,Montana,Age (years),25 - 34,22.3,17.2,35.6
2017,MT,Montana,Age (years),35 - 44,29.1,21.1,39.7
2017,MT,Montana,Age (years),45 - 54,31.4,29.3,37.4
2017,MT,Montana,Age (years),55 - 64,30.1,29.9,37.6
2017,MT,Montana,Age (years),65 or older,23.1,30.7,29.1
2017,MT,Montana,Education,College graduate,23.1,14.4,28.5
2017,MT,Montana,Education,High school graduate,25.4,31.0,42.1
2017,MT,Montana,Education,Less than high school,28.4,44.8,43.3
2017,MT,Montana,Education,Some college or technical school,26.2,23.2,36.1
2017,MT,Montana,Income,"$15,000 - $24,999",25.3,32.5,39.9
2017,MT,Montana,Income,"$25,000 - $34,999",22.0,29.9,36.0
2017,MT,Montana,Income,"$35,000 - $49,999",26.1,27.9,33.6
2017,MT,Montana,Income,"$50,000 - $74,999",27.6,18.5,36.8
2017,MT,Montana,Income,"$75,000 or greater",25.8,16.2,33.1
2017,MT,Montana,Income,Data not reported,20.6,26.5,35.0
2017,MT,Montana,Income,"Less than $15,000",30.1,32.5,45.1
2017,MT,Montana,Race/Ethnicity,Hispanic,28.8,18.7,41.0
2017,MT,Montana,Race/Ethnicity,NH American Indian/Alaska Native,43.2,35.1,40.1
2017,MT,Montana,Race/Ethnicity,Non-Hispanic 2 or more races,35.2,30.4,33.5
2017,MT,Montana,Race/Ethnicity,Non-Hispanic White,24.2,24.2,36.3
2017,MT,Montana,Sex,Female,23.3,23.3,31.4
2017,MT,Montana,Sex,Male,27.2,26.6,41.3
2017,MT,Montana,Total,Total,25.3,25.0,36.4
2017,NC,North Carolina,Age (years),18 - 24,15.6,15.1,37.2
2017,NC,North Carolina,Age (years),25 - 34,32.6,20.1,33.5
2017,NC,North Carolina,Age (years),35 - 44,34.2,25.2,37.4
2017,NC,North Carolina,Age (years),45 - 54,40.2,27.0,42.7
2017,NC,North Carolina,Age (years),55 - 64,36.2,26.7,35.8
2017,NC,North Carolina,Age (years),65 or older,30.3,34.3,37.4
2017,NC,North Carolina,Education,College graduate,24.0,14.6,30.9
2017,NC,North Carolina,Education,High school graduate,32.4,30.2,42.6
2017,NC,North Carolina,Education,Less than high school,35.5,41.1,41.0
2017,NC,North Carolina,Education,Some college or technical school,36.9,24.0,36.8
2017,NC,North Carolina,Income,"$15,000 - $24,999",38.8,34.0,41.0
2017,NC,North Carolina,Income,"$25,000 - $34,999",30.8,27.1,36.2
2017,NC,North Carolina,Income,"$35,000 - $49,999",33.5,22.3,40.9
2017,NC,North Carolina,Income,"$50,000 - $74,999",32.3,20.0,33.4
2017,NC,North Carolina,Income,"$75,000 or greater",29.2,15.7,34.0
2017,NC,North Carolina,Income,Data not reported,26.0,33.2,39.8
2017,NC,North Carolina,Income,"Less than $15,000",39.5,36.1,38.6
2017,NC,North Carolina,Race/Ethnicity,Hispanic,28.1,34.0,28.7
2017,NC,North Carolina,Race/Ethnicity,NH American Indian/Alaska Native,36.0,25.4,50.8
2017,NC,North Carolina,Race/Ethnicity,Non-Hispanic 2 or more races,31.0,17.1,36.2
2017,NC,North Carolina,Race/Ethnicity,Non-Hispanic Black,41.8,31.3,42.6
2017,NC,North Carolina,Race/Ethnicity,Non-Hispanic White,30.3,23.3,36.6
2017,NC,North Carolina,Sex,Female,33.8,25.9,35.4
2017,NC,North Carolina,Sex,Male,30.5,25.1,39.5
2017,NC,North Carolina,Total,Total,32.1,25.6,37.4
2017,ND,North Dakota,Age (years),18 - 24,21.5,19.4,40.4
2017,ND,North Dakota,Age (years),25 - 34,31.5,22.4,33.8
2017,ND,North Dakota,Age (years),35 - 44,38.5,28.9,38.8
2017,ND,North Dakota,Age (years),45 - 54,38.0,26.8,41.1
2017,ND,North Dakota,Age (years),55 - 64,38.6,30.5,38.4
2017,ND,North Dakota,Age (years),65 or older,32.1,36.2,31.1
2017,ND,North Dakota,Education,College graduate,26.6,16.3,31.0
2017,ND,North Dakota,Education,High school graduate,36.7,34.9,40.4
2017,ND,North Dakota,Education,Less than high school,30.8,45.5,40.4
2017,ND,North Dakota,Education,Some college or technical school,35.6,26.5,37.4
2017,ND,North Dakota,Income,"$15,000 - $24,999",36.7,33.0,41.3
2017,ND,North Dakota,Income,"$25,000 - $34,999",31.5,31.5,40.2
2017,ND,North Dakota,Income,"$35,000 - $49,999",38.3,26.7,31.9
2017,ND,North Dakota,Income,"$50,000 - $74,999",33.1,26.9,39.1
2017,ND,North Dakota,Income,"$75,000 or greater",30.4,23.4,33.3
2017,ND,North Dakota,Income,Data not reported,28.7,29.2,34.7
2017,ND,North Dakota,Income,"Less than $15,000",37.3,35.5,48.9
2017,ND,North Dakota,Race/Ethnicity,Hispanic,38.7,33.1,16.8
2017,ND,North Dakota,Race/Ethnicity,NH American Indian/Alaska Native,46.4,36.1,45.2
2017,ND,North Dakota,Race/Ethnicity,Non-Hispanic 2 or more races,42.7,14.1,24.9
2017,ND,North Dakota,Race/Ethnicity,Non-Hispanic Black,26.8,32.2,37.3
2017,ND,North Dakota,Race/Ethnicity,Non-Hispanic White,32.8,27.3,37.4
2017,ND,North Dakota,Sex,Female,31.2,27.8,31.2
2017,ND,North Dakota,Sex,Male,35.0,27.4,42.2
2017,ND,North Dakota,Total,Total,33.2,27.6,36.8
2017,NE,Nebraska,Age (years),18 - 24,18.0,17.8,41.6
2017,NE,Nebraska,Age (years),25 - 34,30.6,21.8,37.3
2017,NE,Nebraska,Age (years),35 - 44,36.0,23.5,36.3
2017,NE,Nebraska,Age (years),45 - 54,39.6,28.4,40.1
2017,NE,Nebraska,Age (years),55 - 64,38.7,27.6,38.0
2017,NE,Nebraska,Age (years),65 or older,31.8,30.5,30.5
2017,NE,Nebraska,Education,College graduate,29.2,14.0,29.4
2017,NE,Nebraska,Education,High school graduate,34.3,32.2,41.2
2017,NE,Nebraska,Education,Less than high school,35.3,44.2,38.7
2017,NE,Nebraska,Education,Some college or technical school,33.8,24.2,39.1
2017,NE,Nebraska,Income,"$15,000 - $24,999",35.1,36.9,37.8
2017,NE,Nebraska,Income,"$25,000 - $34,999",36.1,30.9,36.8
2017,NE,Nebraska,Income,"$35,000 - $49,999",35.0,25.0,38.2
2017,NE,Nebraska,Income,"$50,000 - $74,999",35.0,22.3,36.5
2017,NE,Nebraska,Income,"$75,000 or greater",29.3,16.6,34.1
2017,NE,Nebraska,Income,Data not reported,26.9,30.8,38.3
2017,NE,Nebraska,Income,"Less than $15,000",37.5,32.0,42.8
2017,NE,Nebraska,Race/Ethnicity,Hispanic,34.6,35.7,30.9
2017,NE,Nebraska,Race/Ethnicity,NH American Indian/Alaska Native,33.2,24.0,40.5
2017,NE,Nebraska,Race/Ethnicity,Non-Hispanic 2 or more races,41.9,24.6,48.9
2017,NE,Nebraska,Race/Ethnicity,Non-Hispanic Asian,4.1,22.5,30.9
2017,NE,Nebraska,Race/Ethnicity,Non-Hispanic Black,44.9,31.1,43.5
